question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
Can you suggest some places that have good local specialty dishes in Singapore?,FOD,FODAUT,other,Singapore,Singapore,capital_of_Singapore,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict area capital center city country district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatChinese wikicatCountries wikicatEnglish wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatPopulatedCoastalPlaces wikicatPortCities wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn wikicatTamil
Do i need visa to enter Singapore during the transit time?,TGU,TGUVIS,other,do,make,do,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict area capital center city country district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatChinese wikicatCountries wikicatEnglish wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatPopulatedCoastalPlaces wikicatPortCities wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn wikicatTamil
I need suggestions of hotels around 100 dollars for 3 days in Singapore,ACM,ACMHOT,other,hotel,hotel,none,none,true,true,true,true,flase,1,0,0,2,0,0,0,2,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict area capital center city country district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatChinese wikicatCountries wikicatEnglish wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatPopulatedCoastalPlaces wikicatPortCities wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn wikicatTamil
"Can Air Asia Airline be trusted on on time, baggage handling etc..?",TRS,TRSAIR,other,Airline,airline,air_hose,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What is the approximate price per person for whale watching in Trincomalee?,TTD,TTDSIG,what,price,price,terms,damage,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area artifact capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat site structure tower tract urbanArea whole yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunicationTowers wikicatPopulatedPlacesInSriLanka wikicatPortCities wikicatPortCitiesAndTownsInSriLanka wikicatProvincialCapitalsInSriLanka
What would be the ferry fare to visit to Gulangyu island?,TRS,TRSCRS,what,fare,menu,fare,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What are the airlines that offer discounts for transit passengers to go to Disneyland in Hong Kong?,TRS,TRSAIR,what,airline,airline,air_hose,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0, wgs administrativeDistrict amusementPark district geographicalArea landmark location nationalPark object park park physicalEntity point position region tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAmusementParksInCalifornia wikicatLandmarksInCalifornia wikicatNationalParksInCalifornia wikicatUnitedStates wikicatWaltDisneyParksAndResorts
Can I change GBP (£) for RMB at money exchanges in airport?,TGU,TGUBAN,other,rmb,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What to do with a 13 hour layover in Xiamen airport?,TGU,TGUAPT,what,do,make,do,none,true,true,true,true,flase,2,0,0,0,0,0,0,2,0,0,0,0,
I need to buy a sim card for internet data. Please recommend a data sim in China,TGU,TGUTEL,other,card,card,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What is the best area for shopping in guangzhou?,TTD,TTDSHP,what,area,area,country,none,false,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Can you recommend a green juice place local to Panorama by Rhombus?,FOD,FODOTH,other,Rhombus,rhombus,rhomb,none,true,true,false,false,flase,0,1,0,0,0,0,0,0,0,0,0,0,
Does pureVPN work in China?,TGU,TGUTEL,other,pureVPN,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCentralAsianCountries wikicatChinese wikicatCommunistStates wikicatDividedRegions wikicatEastAsianCountries wikicatMemberStatesOfTheUnitedNations wikicatRegionsOfAsia wikicatSingle wikicatSocialistStates wikicatStatesAndTerritoriesEstablishedIn
Could you recommend me something that is worth a visit in Shanghai?,TTD,TTDSIG,other,Shanghai,Shanghai,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location populatedPlace village location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site state tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAdministrativeDivisionsOfChina wikicatAncientChineseCities wikicatCitiesInChina wikicatCitiesWithMillionsOfInhabitants wikicatIndependentCities wikicatMetropolitanAreasOfChina wikicatPopulatedCoastalPlacesInChina wikicatPopulatedPlacesEstablishedInThe wikicatPortCities wikicatPortCitiesAndTownsInChina
is the electric cable available at the Great Wall at Mutianyu or The Great Wall at Badaling?,TTD,TTDSIG,other,available,available,none,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0, wgs artifact building object physicalEntity structure whole yagoGeoEntity yagoPermanentlyLocatedEntity wikicatBuildingsAndStructuresInBeijing
What's Hong Kong's best neighborhood to wander and get lost in?,TGU,TGUNEI,what,Hong,none,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
When does the fireworks happen in Chinese New Year?,ENT,ENTFES,when,firework,firework,pyrotechnic,none,true,true,false,false,flase,0,0,0,0,0,2,0,0,1,0,0,0,
What will be the cost for a taxi from Kathmandu to Pokhara?,TRS,TRSTAX,what,cost,cost,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center district geographicalArea location object physicalEntity region seat site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatDistrictsOfNepal wikicatPopulatedPlacesInNepal wikicatWorldHeritageSitesInAsia wikicatWorldHeritageSitesInNepal   q q city populatedPlace settlement wgs city place place location administrativeDistrict district geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPopulatedPlacesInKaskiDistrict wikicatPopulatedPlacesInNepal
what is the cost of a taxi from Birgunj to Pokhara?,TRS,TRSTAX,what,cost,cost,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict district geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPopulatedPlacesInParsaDistrict   q q city populatedPlace settlement wgs city place place location administrativeDistrict district geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPopulatedPlacesInKaskiDistrict wikicatPopulatedPlacesInNepal
What will be the cost for food per day in Nepal?,TGU,TGUAVE,what,cost,cost,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,1,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatFederalCountries wikicatLandlockedCountries wikicatLeastDevelopedCountries wikicatMemberStatesOfTheSouthAsianAssociationForRegionalCooperation wikicatMemberStatesOfTheUnitedNations wikicatSouthAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Is it possible to book Everest Panorama from an agency in Kathmandu?,TGU,TGUTOP,other,possible,possible,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center district geographicalArea location object physicalEntity region seat site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatDistrictsOfNepal wikicatPopulatedPlacesInNepal wikicatWorldHeritageSitesInAsia wikicatWorldHeritageSitesInNepal
Do the indian travelers need TIM permit and Annapurna National Park permit for Annapurna Circuit trek?,TTD,TTDSPO,other,do,make,do,none,true,true,false,false,flase,3,0,2,0,0,0,0,0,0,0,0,0, mountain area geologicalFormation location mountain naturalElevation object physicalEntity range region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatClimbingAreas wikicatMountainRangesOfNepal wikicatMountainsOfNepal
Can I buy canned oxygen in Kathmandu?,TGU,TGUOTH,other,Kathmandu,Kathmandu,Katmandu,capital_of_Nepal,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center district geographicalArea location object physicalEntity region seat site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatDistrictsOfNepal wikicatPopulatedPlacesInNepal wikicatWorldHeritageSitesInAsia wikicatWorldHeritageSitesInNepal
When does Tiji Festival be held this year?,ENT,ENTFES,when,Festival,festival,none,none,true,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
What kind of a culture shock could I experience in Japan?,TGU,TGUATT,what,shock,daze,shock,stupor,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district domain empire land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoes wikicatArchipelagoesOfThePacificOcean wikicatCountries wikicatEastAsianCountries wikicatEmpires wikicatIslandCountries wikicatMemberStatesOfTheUnitedNations wikicatNortheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Do I need both subway and train passes to get around Tokyo?,TRS,TRSTRN,other,Tokyo,Tokyo,Tokio,Yeddo,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity prefecture region seat site subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInTokyo wikicatCitiesWithMillionsOfInhabitants wikicatPopulatedCoastalPlacesInJapan wikicatPopulatedPlacesEstablishedIn wikicatPortSettlementsInJapan wikicatPrefecturesOfJapan wikicatSubdivisionsOfJapan
Do local banks accept international cards in Japan?,TGU,TGUBAN,other,do,make,do,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district domain empire land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoes wikicatArchipelagoesOfThePacificOcean wikicatCountries wikicatEastAsianCountries wikicatEmpires wikicatIslandCountries wikicatMemberStatesOfTheUnitedNations wikicatNortheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Can you recommend a restaurant that serves Ramen with fish broth instead of beef?,FOD,FODBAK,other,broth,broth,stock,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,1,0,0,0,   dUL q food dish food food matter noodle nutriment pasta physicalEntity solid soup substance wikicatChineseNoodles wikicatJapaneseNoodles wikicatJapaneseSoupsAndStews wikicatSoups
Can you recommend a Library or public reading spot in Shinjuku area?,TGU,TGURES,other,area,area,country,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area district location object physicalEntity region scene section venue vicinity wikicat yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatNeighborhoodsOfTokyo wikicatOlympicAthleticsVenues
Where does holiday dialysis available in Tokyo?,TGU,TGUHEA,where,available,available,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity prefecture region seat site subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInTokyo wikicatCitiesWithMillionsOfInhabitants wikicatPopulatedCoastalPlacesInJapan wikicatPopulatedPlacesEstablishedIn wikicatPortSettlementsInJapan wikicatPrefecturesOfJapan wikicatSubdivisionsOfJapan
Are there any can't-miss attractions within the reach of Narita airport?,TTD,TTDSIG,other,reach,range,reach,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0, administrativeDistrict city district geographicalArea location municipality object physicalEntity region urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInChibaPrefecture wikicatCitiesInJapan
Is it enough to discover and experience the floating market by 45 mins using boat and 1 hours by foot?,TTD,TTDSIG,other,enough,enough,plenty,none,false,true,true,true,flase,0,0,0,0,0,0,0,4,0,0,0,0,
Where can I find Muay Thai shows in Thailand?,ENT,ENTSHW,where,Thailand,Thailand,Kingdom_of_Thailand,Siam,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0,   abbreviation abstraction form languageUnit part relation word wikicatAbbreviations   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries
what time do the shops close in Chinatown?,TTD,TTDSHP,what,shop,shop,store,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q ethnicGroup abstraction attribute cognition condition custom energy ethnicGroup goodHealth group habit physicalCondition practice psychologicalFeature qi state wikicatChina wikicatHabits
What would be the average cost of meal in Maldives?,FOD,FODCOT,what,cost,cost,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district island land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoes wikicatArchipelagoesOfTheIndianOcean wikicatCountries wikicatIslamicStates wikicatIslandCountries wikicatIslandsOfTheIndianOcean wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheSouthAsianAssociationForRegionalCooperation wikicatMemberStatesOfTheUnitedNations wikicatSouthAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Are there any restrictions for bringing in snacks to Maldives?,TGU,TGURUL,other,snack,bite,collation,snack,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district island land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoes wikicatArchipelagoesOfTheIndianOcean wikicatCountries wikicatIslamicStates wikicatIslandCountries wikicatIslandsOfTheIndianOcean wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheSouthAsianAssociationForRegionalCooperation wikicatMemberStatesOfTheUnitedNations wikicatSouthAsianCountries wikicatStatesAndTerritoriesEstablishedIn
Which villas in the Deluxe pool villa in Kurumba have a better beach?,ACM,ACMHOT,which,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Can you suggest a romantic idea to make a trip to Maldives memorable?,TTD,TTDOTH,other,you,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
"What is better out of 2 hotels for honeymoon, Kandooma or Paradise?",ACM,ACMHOT,what,out,out,none,none,true,true,true,true,flase,0,1,0,0,0,0,0,0,0,1,0,0,   dUL q timePeriod year
What is the fastest way to get to Shangri La from Male?,TRS,TRSOTH,what,way,manner,mode,style,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Can you suggest a good hotel in Male city with private beach access?,ACM,ACMHOT,other,city,city,metropolis,urban_center,true,true,false,false,flase,0,0,0,0,0,0,0,0,1,0,0,0,
What is the ideal time to travel to maldives?,TGU,TGUOTH,what,time,time,clip,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Will bringing in medications to Maldives would cause trouble?,TGU,TGURUL,other,trouble,trouble,problem,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district island land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoes wikicatArchipelagoesOfTheIndianOcean wikicatCountries wikicatIslamicStates wikicatIslandCountries wikicatIslandsOfTheIndianOcean wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheSouthAsianAssociationForRegionalCooperation wikicatMemberStatesOfTheUnitedNations wikicatSouthAsianCountries wikicatStatesAndTerritoriesEstablishedIn
How do I get to Fairy Meadows?,TRS,TRSOTH,how,I,none,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the things to do in Dubai?,TTD,TTDSPO,what,thing,thing,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
What is the average cost of a meal in Dubai?,FOD,FODCOT,what,cost,cost,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
What is the best IDD call mobile provider?,TGU,TGUTEL,what,call,call,phone_call,telephone_call,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where is the best place to book for afternoon tea in Dubai?,FOD,FODOTH,where,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,1,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
I want to know information about Al Fayrooz Afternoon Tea,FOD,FODOTH,other,information,information,info,none,true,true,false,false,flase,0,0,0,0,0,0,1,0,2,0,0,0,     dUL q beverage food drink
Can you suggest an exclusive dinner venue in Dubai?,FOD,FODBAK,other,Dubai,Dubai,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInTheUnitedArabEmirates wikicatMetropolitanAreasOfTheUnitedArabEmirates wikicatPopulatedCoastalPlacesInTheUnitedArabEmirates wikicatPortCities wikicatPortCitiesInTheArabianPeninsula
Is Indonesia safe for a woman to travel alone?,TGU,TGUHEA,other,safe,safe,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
What are the must see sights in Indonesia?,TTD,TTDSIG,what,the,,,,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatDeveloping wikicatFormerOPECMemberStates wikicatIslamicStates wikicatIslandCountries wikicatMalay wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheOrganisationOfIslamicCooperation wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
How can I go from Sanur to Nusa Lembongan?,TRS,TRSOTH,how,Sanur,none,none,none,true,true,false,false,flase,1,2,0,0,0,0,0,0,0,0,0,0,
Can you suggest a hotel with the access to the beach in the seminyak area?,ACM,ACMHOT,other,access,entree,access,accession,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
is there any camping in Bali?,ACM,ACMBUN,other,camping,camping,encampment,bivouacking,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict district island land location object physicalEntity region state yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslands wikicatIslandsOfIndonesia wikicatIslandsOfTheIndianOcean wikicatLesserSundaIslands wikicatProvincesOfIndonesia
Can you suggest a shop or supermarket near Sanur where I can get Indian grocery?,TTD,TTDSHP,where,Sanur,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0, movie
Could we be able to beachwalk from Nusa Dua to Tanjung Benoa?,TTD,TTDTRI,other,Dua,none,none,none,true,true,false,false,flase,0,2,2,0,0,0,0,0,0,0,0,0,
What is the best time for a walk around Hoan Kiem Lake?,TTD,TTDSIG,what,time,time,clip,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Is there a local ATM fee charged in Vietnam?,TGU,TGUBAN,other,fee,fee,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
What are the best companies to book a cruise in Halong Bay?,TGU,TGUTOP,what,company,company,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
How is the weather in Hanoi in July?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location city populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site state subdivision tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsInAsia wikicatCitiesInVietnam wikicatDistrictCapitalsInVietnam wikicatPopulatedPlacesEstablishedInThe wikicatPopulatedPlacesInHanoi wikicatPortCitiesInVietnam wikicatProvincesOfVietnam wikicatSubdivisionsOfVietnam   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
How much is the taxi cost from west of the lake to the airport in vietnam?,TRS,TRSTAX,how,cost,cost,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Do I have to pack any warm clothing for May in Vietnam?,TGU,TGUATT,other,do,make,do,none,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCommunistStates wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSingle wikicatSocialistStates wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn
What is the average cost of a meal in Cambodia?,FOD,FODCOT,what,cost,cost,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatFrench wikicatLeastDevelopedCountries wikicatMemberStatesOfLaFrancophonie wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries wikicatStatesAndTerritoriesEstablishedIn wikicatStatesAndTerritoriesEstablishedIn
What will be the cost of a tuk tuk to travel from Banteay Srei to Kbal Spean?,TRS,TRSTAX,what,cost,cost,none,none,true,true,false,false,flase,2,2,0,0,0,0,0,0,0,0,0,0,
Do I need any vaccination certificates when entering Thailand?,TGU,TGUHEA,when,I,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatMemberStatesOfTheAssociationOfSoutheastAsianNations wikicatMemberStatesOfTheUnitedNations wikicatSoutheastAsianCountries
where can I shower and freshen up in Patong after a tour in Phi Phi island?,TGU,TGURES,where,Patong,none,none,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,   q q populatedPlace settlement town wgs place place location beach cityDistrict district geographicalArea geologicalFormation location object physicalEntity red region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatBeachesOfPhuketProvince wikicatBeachesOfThailand wikicatPopulatedPlacesInPhuketProvince wikicatRed abstraction artifact communication creation document letter matter object physicalEntity representation text whole writing writtenCommunication wikicatGreekLetters
Can I know information about Tri Trang Beach?,TTD,TTDSIG,other,Beach,beach,none,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
What is the best place to stay in Ao Nang area?,ACM,ACMOTH,what,place,topographic_point,place,spot,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
